Unnamed: 0,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore,TotalPerformance
308,female,group B,associate's degree,free/reduced,none,married,regularly,no,3.0,private,> 10,56,73,70,low
309,female,group D,high school,free/reduced,,single,regularly,yes,5.0,,< 5,48,56,52,low
310,female,group B,associate's degree,standard,none,married,sometimes,no,2.0,school_bus,5 - 10,73,76,80,medium
311,male,group B,bachelor's degree,standard,none,married,never,yes,3.0,school_bus,< 5,62,58,54,low
312,male,group D,bachelor's degree,standard,completed,single,sometimes,yes,0.0,private,,67,61,68,low
313,female,group C,associate's degree,free/reduced,completed,single,sometimes,yes,2.0,private,> 10,70,68,70,low
315,male,group C,high school,standard,none,married,regularly,no,3.0,private,5 - 10,73,66,66,low
316,female,group D,master's degree,standard,completed,widowed,never,yes,3.0,private,5 - 10,74,80,88,medium
317,male,group C,associate's degree,standard,none,single,sometimes,no,1.0,school_bus,5 - 10,83,72,78,medium
318,male,group B,bachelor's degree,standard,none,married,sometimes,yes,,private,< 5,61,69,67,low
319,female,group D,associate's degree,free/reduced,none,single,regularly,no,1.0,school_bus,< 5,55,64,63,low
320,female,group C,high school,free/reduced,,divorced,sometimes,yes,2.0,,< 5,64,77,82,medium
321,female,group E,high school,standard,none,married,never,no,3.0,private,> 10,74,85,78,medium
322,female,group C,some college,standard,none,married,regularly,yes,2.0,private,< 5,70,80,80,medium
323,female,group C,some high school,free/reduced,none,married,sometimes,yes,5.0,private,5 - 10,40,52,51,low
324,female,group C,high school,free/reduced,none,divorced,sometimes,no,1.0,,< 5,39,45,42,low
325,female,group C,some college,standard,none,single,sometimes,yes,3.0,school_bus,5 - 10,82,90,94,high
326,male,group C,some college,standard,none,married,sometimes,yes,1.0,school_bus,5 - 10,61,61,62,low
327,male,group A,some college,free/reduced,none,married,regularly,yes,2.0,school_bus,> 10,29,23,19,low
328,male,group C,associate's degree,standard,completed,married,sometimes,yes,5.0,school_bus,5 - 10,82,75,77,medium
329,female,group B,some high school,standard,none,married,sometimes,yes,2.0,school_bus,< 5,39,54,49,low
330,male,group C,high school,standard,none,single,regularly,yes,,school_bus,< 5,70,59,61,low
331,male,group C,associate's degree,standard,none,,sometimes,no,3.0,private,< 5,45,36,34,low
332,male,group E,associate's degree,standard,completed,married,never,no,3.0,school_bus,> 10,61,55,52,low
333,male,group B,associate's degree,standard,none,single,sometimes,yes,1.0,school_bus,5 - 10,90,78,81,medium
334,female,group C,bachelor's degree,standard,none,,sometimes,yes,1.0,,,83,93,95,high
335,female,group B,some college,free/reduced,none,married,regularly,yes,2.0,,5 - 10,62,69,67,low
336,male,group D,some high school,standard,completed,married,regularly,no,,private,5 - 10,78,71,70,medium
337,male,group C,associate's degree,standard,none,single,regularly,yes,2.0,,5 - 10,50,51,44,low
338,female,group B,some high school,free/reduced,none,single,sometimes,no,3.0,school_bus,< 5,23,37,26,low
339,female,group D,some high school,free/reduced,completed,married,sometimes,yes,3.0,school_bus,5 - 10,35,55,60,low
340,male,group C,high school,free/reduced,none,married,regularly,yes,1.0,school_bus,> 10,61,62,54,low
341,female,group C,,standard,none,married,regularly,yes,0.0,,5 - 10,62,74,64,low
342,female,group B,,standard,completed,single,sometimes,yes,1.0,school_bus,< 5,66,74,72,medium
343,male,group D,associate's degree,standard,completed,single,sometimes,yes,3.0,private,< 5,64,70,65,low
344,male,group D,some college,standard,none,,regularly,yes,2.0,school_bus,< 5,78,72,67,medium
345,female,group C,high school,standard,none,married,sometimes,yes,4.0,private,5 - 10,72,80,75,medium
346,male,group B,,standard,none,married,sometimes,no,2.0,school_bus,5 - 10,62,61,57,low
347,female,group C,bachelor's degree,standard,completed,married,regularly,yes,0.0,,< 5,76,93,95,high
349,male,group E,associate's degree,standard,none,divorced,regularly,yes,2.0,private,> 10,92,76,79,medium
350,female,group B,bachelor's degree,standard,none,married,sometimes,yes,0.0,private,5 - 10,52,65,69,low
351,male,group E,some college,standard,none,married,,no,4.0,school_bus,> 10,67,57,53,low
352,female,group C,some college,standard,completed,married,sometimes,no,1.0,school_bus,< 5,61,76,78,medium
353,female,group C,associate's degree,standard,none,married,regularly,no,1.0,private,< 5,45,57,57,low
354,female,group C,some college,standard,none,married,never,yes,2.0,,< 5,55,68,66,low
355,female,group B,bachelor's degree,standard,none,single,regularly,no,3.0,school_bus,> 10,64,74,73,medium
356,male,group A,,standard,none,married,sometimes,no,2.0,private,5 - 10,63,61,61,low
357,female,group C,some college,free/reduced,completed,married,sometimes,yes,1.0,private,< 5,40,65,67,low
359,female,group D,some college,standard,none,divorced,sometimes,no,1.0,private,< 5,77,88,87,medium
360,female,group B,high school,standard,none,married,never,yes,1.0,school_bus,5 - 10,56,61,57,low
361,male,group B,some high school,standard,completed,single,regularly,yes,3.0,private,5 - 10,87,85,79,medium
362,female,group C,some college,standard,none,single,regularly,no,2.0,private,5 - 10,53,58,59,low
363,female,group D,some high school,free/reduced,none,single,sometimes,no,3.0,school_bus,< 5,26,33,31,low
364,male,group C,some college,standard,none,divorced,regularly,yes,1.0,school_bus,5 - 10,60,60,59,low
365,male,group A,bachelor's degree,free/reduced,completed,married,regularly,no,2.0,private,> 10,51,59,62,low
366,male,group C,high school,standard,completed,married,sometimes,yes,2.0,,5 - 10,69,58,53,low
367,male,group C,bachelor's degree,free/reduced,none,married,regularly,,3.0,private,> 10,64,67,63,low
368,female,group A,some high school,free/reduced,none,single,sometimes,yes,2.0,private,5 - 10,44,64,58,low
369,female,group D,some high school,standard,none,single,regularly,yes,5.0,school_bus,5 - 10,71,83,84,medium
370,male,group E,some college,standard,none,married,regularly,yes,3.0,private,5 - 10,86,78,72,medium
371,female,group C,some college,free/reduced,completed,single,sometimes,no,4.0,school_bus,5 - 10,45,73,70,low
372,male,group D,some high school,standard,none,single,sometimes,yes,0.0,private,> 10,76,75,73,medium
373,female,group D,some college,standard,completed,married,sometimes,yes,1.0,private,> 10,84,98,97,high
374,female,group D,bachelor's degree,standard,none,married,sometimes,yes,0.0,,> 10,60,71,74,low
376,female,group D,some high school,standard,none,single,sometimes,no,2.0,school_bus,> 10,82,91,83,medium
377,female,group D,master's degree,free/reduced,completed,single,sometimes,yes,,private,5 - 10,85,95,100,high
378,female,group A,some high school,standard,none,single,sometimes,no,1.0,private,> 10,73,84,78,medium
379,male,group A,bachelor's degree,standard,none,married,regularly,yes,1.0,private,5 - 10,67,64,63,low
380,female,group B,associate's degree,standard,none,single,sometimes,yes,1.0,school_bus,5 - 10,80,86,83,medium
381,male,group C,associate's degree,standard,completed,divorced,sometimes,yes,0.0,private,< 5,84,98,93,high
382,male,group C,master's degree,free/reduced,none,married,sometimes,no,2.0,,5 - 10,79,82,73,medium
383,female,group E,some high school,free/reduced,none,divorced,regularly,yes,3.0,private,> 10,40,50,47,low
384,female,group A,some high school,free/reduced,none,divorced,never,no,5.0,private,5 - 10,35,41,40,low
385,female,group E,some college,standard,none,divorced,regularly,yes,2.0,private,5 - 10,69,77,76,medium
386,female,group E,bachelor's degree,standard,none,single,sometimes,yes,0.0,school_bus,< 5,62,71,68,low
387,female,group C,,free/reduced,none,widowed,regularly,yes,4.0,school_bus,5 - 10,58,79,68,low
388,female,group D,high school,standard,none,single,sometimes,yes,3.0,private,5 - 10,62,64,64,low
389,male,group D,master's degree,standard,none,married,sometimes,no,1.0,school_bus,< 5,71,70,75,medium
390,male,group E,some high school,free/reduced,completed,single,regularly,yes,0.0,private,5 - 10,75,68,60,low
391,female,group D,some college,standard,none,single,sometimes,no,3.0,private,< 5,74,66,75,medium
392,male,group E,some college,standard,none,married,sometimes,yes,3.0,school_bus,> 10,78,68,68,medium
393,male,group C,associate's degree,standard,completed,divorced,regularly,yes,4.0,private,> 10,60,55,58,low
394,female,group C,some high school,standard,completed,single,sometimes,no,,school_bus,5 - 10,65,74,77,medium
396,female,group B,high school,free/reduced,none,married,never,no,5.0,school_bus,5 - 10,48,65,61,low
398,male,group B,some high school,standard,none,single,regularly,yes,0.0,school_bus,< 5,73,62,57,low
399,male,group D,some high school,standard,none,single,never,no,4.0,private,< 5,56,57,51,low
400,female,group C,some high school,standard,completed,married,regularly,yes,3.0,private,5 - 10,60,54,68,low
401,male,group A,some college,standard,,married,sometimes,no,1.0,school_bus,,53,43,43,low
402,female,group A,some college,free/reduced,none,married,regularly,no,2.0,school_bus,> 10,51,66,57,low
403,female,group D,high school,standard,completed,single,sometimes,yes,4.0,private,5 - 10,88,99,100,high
404,female,group C,high school,standard,none,single,regularly,yes,0.0,school_bus,5 - 10,55,59,63,low
405,female,group C,some high school,standard,none,married,regularly,yes,,,< 5,62,72,68,low
406,male,group B,associate's degree,standard,completed,married,regularly,no,3.0,school_bus,> 10,68,66,65,low
407,female,group B,associate's degree,standard,,married,regularly,yes,3.0,school_bus,5 - 10,84,81,78,medium
408,female,group D,high school,free/reduced,completed,divorced,sometimes,no,2.0,school_bus,5 - 10,52,57,56,low
409,male,group D,associate's degree,standard,completed,widowed,never,no,5.0,school_bus,> 10,86,83,84,medium
410,female,group D,master's degree,standard,completed,,regularly,yes,2.0,private,5 - 10,72,73,78,medium
411,male,,some college,standard,completed,widowed,regularly,yes,4.0,school_bus,5 - 10,86,84,79,medium
412,male,group D,associate's degree,standard,none,married,sometimes,yes,3.0,private,,71,66,60,low
414,female,group C,,free/reduced,,married,regularly,yes,3.0,school_bus,5 - 10,52,73,80,low
415,male,group E,high school,standard,none,single,regularly,no,3.0,private,5 - 10,86,74,70,medium
416,male,group C,bachelor's degree,standard,completed,married,sometimes,yes,3.0,private,< 5,68,72,66,low
417,male,group C,associate's degree,standard,none,married,sometimes,yes,3.0,,< 5,71,71,65,low
418,male,group D,some college,standard,none,married,regularly,no,4.0,private,5 - 10,70,59,63,low
419,male,group E,high school,free/reduced,completed,married,sometimes,no,3.0,private,5 - 10,57,56,54,low
421,female,group D,high school,standard,completed,married,regularly,no,2.0,,< 5,56,57,64,low
422,female,group D,master's degree,free/reduced,completed,divorced,never,yes,0.0,private,> 10,47,59,68,low
423,female,group A,some high school,standard,completed,married,sometimes,yes,0.0,,< 5,57,83,78,medium
424,male,,some college,free/reduced,none,married,,no,2.0,private,5 - 10,41,39,34,low
425,female,,some college,free/reduced,none,single,sometimes,yes,3.0,school_bus,< 5,60,65,60,low
426,male,group C,bachelor's degree,standard,none,married,regularly,yes,2.0,school_bus,5 - 10,88,84,88,high
427,male,group C,some high school,free/reduced,none,single,regularly,yes,0.0,private,5 - 10,71,72,66,medium
428,male,group A,some high school,free/reduced,,single,sometimes,yes,1.0,private,,65,59,53,low
429,male,group C,some high school,free/reduced,none,married,sometimes,no,3.0,school_bus,> 10,70,63,55,low
430,male,,associate's degree,free/reduced,none,married,sometimes,,1.0,private,< 5,62,65,57,low
431,female,group C,high school,standard,none,single,sometimes,yes,3.0,school_bus,,61,72,70,low
432,male,group C,high school,standard,none,single,never,yes,4.0,school_bus,< 5,57,54,52,low
433,female,group A,some high school,free/reduced,none,divorced,sometimes,no,,school_bus,< 5,45,58,49,low
434,male,group C,,standard,none,married,sometimes,no,1.0,,> 10,75,66,67,low
435,male,,some college,free/reduced,completed,married,sometimes,no,7.0,private,5 - 10,50,48,53,low
436,male,group D,associate's degree,standard,none,married,regularly,yes,3.0,school_bus,5 - 10,77,69,65,medium
437,male,group D,,free/reduced,none,divorced,sometimes,yes,1.0,private,5 - 10,75,66,73,medium
438,male,group C,high school,standard,,single,regularly,yes,0.0,school_bus,< 5,69,55,51,low
439,male,group D,some high school,standard,completed,married,sometimes,,0.0,school_bus,5 - 10,89,88,82,high
440,female,group C,,standard,completed,single,regularly,no,1.0,school_bus,5 - 10,69,82,80,medium
441,female,group D,high school,standard,none,married,sometimes,yes,2.0,,,78,81,80,medium
442,female,group A,some high school,free/reduced,none,married,sometimes,yes,2.0,school_bus,5 - 10,59,73,69,low
443,female,,associate's degree,standard,none,,sometimes,no,1.0,school_bus,< 5,70,81,74,medium
444,male,group A,some high school,free/reduced,none,married,sometimes,yes,0.0,school_bus,5 - 10,79,82,73,medium
445,female,group C,some high school,standard,completed,divorced,regularly,,3.0,,5 - 10,69,75,78,medium
446,male,group D,some college,free/reduced,none,,regularly,yes,1.0,school_bus,> 10,73,67,62,low
447,male,group C,high school,standard,completed,single,regularly,yes,2.0,school_bus,> 10,91,83,83,high
448,male,group B,high school,standard,none,widowed,regularly,yes,4.0,school_bus,5 - 10,48,46,43,low
449,male,group B,associate's degree,standard,none,single,regularly,yes,,school_bus,5 - 10,83,74,73,medium
450,female,group C,some college,free/reduced,completed,divorced,sometimes,yes,3.0,private,5 - 10,64,85,85,medium
451,female,group E,some college,standard,none,married,sometimes,,5.0,school_bus,5 - 10,100,92,97,high
452,female,group C,associate's degree,free/reduced,none,married,regularly,no,1.0,school_bus,> 10,68,79,77,medium
453,male,group C,some college,free/reduced,none,married,never,yes,3.0,private,> 10,64,57,48,low
454,female,group C,associate's degree,free/reduced,none,,regularly,yes,3.0,private,5 - 10,54,61,63,low
455,male,group C,bachelor's degree,free/reduced,none,married,sometimes,yes,0.0,school_bus,5 - 10,37,56,47,low
456,female,group D,bachelor's degree,standard,none,divorced,sometimes,no,3.0,school_bus,5 - 10,79,89,89,high
457,male,group D,associate's degree,free/reduced,none,single,regularly,yes,1.0,,5 - 10,54,54,49,low
458,female,group E,bachelor's degree,standard,none,married,regularly,,2.0,school_bus,,100,100,100,high
459,male,group B,high school,standard,,married,sometimes,no,4.0,,5 - 10,72,65,68,low
460,male,group C,bachelor's degree,free/reduced,none,married,regularly,no,1.0,private,< 5,52,57,55,low
